,store_id,amount,year_month,datetime
207,6,1029785.7142857143,2017-05,2017-05-25
208,6,1071571.4285714286,2017-06,2017-06-25
209,6,1037214.2857142857,2017-07,2017-07-25
210,6,1054857.142857143,2017-08,2017-08-25
211,6,937857.1428571428,2017-09,2017-09-25
212,6,1216285.7142857143,2017-10,2017-10-25
213,6,1833571.4285714286,2017-11,2017-11-25
214,6,2429500.0,2017-12,2017-12-25
215,6,2147714.285714286,2018-01,2018-01-25
216,6,2113357.1428571427,2018-02,2018-02-25
217,6,2348714.285714286,2018-03,2018-03-25
218,6,1876857.142857143,2018-04,2018-04-25
219,6,1808357.142857143,2018-05,2018-05-25
220,6,1752285.7142857143,2018-06,2018-06-25
221,6,1583785.7142857143,2018-07,2018-07-25
222,6,1628785.7142857143,2018-08,2018-08-25
223,6,2074071.4285714286,2018-09,2018-09-25
224,6,1907642.857142857,2018-10,2018-10-25
225,6,2389142.8571428573,2018-11,2018-11-25
226,6,2230285.714285714,2018-12,2018-12-25
227,6,2015500.0,2019-01,2019-01-25
228,6,2463857.1428571427,2019-02,2019-02-25
229,7,107857.14285714286,2016-08,2016-08-25
230,7,375642.85714285716,2016-09,2016-09-25
231,7,323642.85714285716,2016-10,2016-10-25
232,7,345000.0,2016-11,2016-11-25
233,7,291428.5714285714,2016-12,2016-12-25
234,7,231614.2857142857,2017-01,2017-01-25
235,7,271357.14285714284,2017-02,2017-02-25
236,7,249857.14285714287,2017-03,2017-03-25
237,7,131500.0,2017-04,2017-04-25
238,7,118642.85714285714,2017-05,2017-05-25
239,7,53285.71428571429,2017-06,2017-06-25
240,7,372285.71428571426,2017-07,2017-07-25
241,7,183000.0,2017-08,2017-08-25
242,7,527857.1428571428,2017-09,2017-09-25
243,7,218214.2857142857,2017-10,2017-10-25
244,7,817714.2857142857,2017-11,2017-11-25
245,7,750645.7142857143,2017-12,2017-12-25
246,7,761571.4285714285,2018-01,2018-01-25
247,7,636571.4285714285,2018-02,2018-02-25
248,7,339857.14285714284,2018-03,2018-03-25
249,7,1039357.1428571427,2018-04,2018-04-25
250,7,265714.2857142857,2018-05,2018-05-25
251,7,419542.85714285716,2018-06,2018-06-25
252,7,462842.85714285716,2018-07,2018-07-25
253,7,423128.5714285714,2018-08,2018-08-25
254,7,320328.5714285715,2018-09,2018-09-25
255,7,420028.5714285714,2018-10,2018-10-25
256,7,314385.71428571426,2018-11,2018-11-25
257,7,302414.2857142857,2018-12,2018-12-25
258,7,136471.42857142858,2019-01,2019-01-25
259,7,57971.42857142857,2019-02,2019-02-25
260,8,192571.42857142858,2016-11,2016-11-25
261,8,735500.0,2016-12,2016-12-25
262,8,467857.14285714284,2017-01,2017-01-25
263,8,475642.85714285716,2017-02,2017-02-25
264,8,603500.0,2017-03,2017-03-25
265,8,1074642.857142857,2017-04,2017-04-25
266,8,1144571.4285714286,2017-05,2017-05-25
267,8,1048571.4285714286,2017-06,2017-06-25
268,8,1375571.4285714286,2017-07,2017-07-25
269,8,1078928.5714285714,2017-08,2017-08-25
270,8,984500.0,2017-09,2017-09-25
271,8,896785.7142857143,2017-10,2017-10-25
272,8,514500.0,2017-11,2017-11-25
273,8,552214.2857142857,2017-12,2017-12-25
274,8,618785.7142857143,2018-01,2018-01-25
275,8,461714.28571428574,2018-02,2018-02-25
276,8,744500.0,2018-03,2018-03-25
277,8,867071.4285714285,2018-04,2018-04-25
278,8,1837428.5714285714,2018-05,2018-05-25
279,8,1359857.142857143,2018-06,2018-06-25
280,8,1213542.857142857,2018-07,2018-07-25
281,8,1086000.0,2018-08,2018-08-25
282,8,1369557.142857143,2018-09,2018-09-25
283,8,1272071.4285714286,2018-10,2018-10-25
284,8,1260557.142857143,2018-11,2018-11-25
285,8,1157257.142857143,2018-12,2018-12-25
286,8,1134671.4285714286,2019-01,2019-01-25
287,8,1298328.5714285714,2019-02,2019-02-25
288,9,107142.85714285714,2016-10,2016-10-25
289,9,637142.8571428572,2016-11,2016-11-25
290,9,603571.4285714285,2016-12,2016-12-25
291,9,225428.57142857142,2017-01,2017-01-25
292,9,287142.85714285716,2017-02,2017-02-25
293,9,344428.5714285714,2017-03,2017-03-25
294,9,352857.14285714284,2017-04,2017-04-25
295,9,208571.42857142858,2017-05,2017-05-25
296,9,178571.42857142855,2017-06,2017-06-25
297,9,761714.2857142858,2017-07,2017-07-25
298,9,535000.0,2017-08,2017-08-25
299,9,715714.2857142857,2017-09,2017-09-25
300,9,672142.8571428572,2017-10,2017-10-25
301,9,634285.7142857143,2017-11,2017-11-25
302,9,333714.2857142857,2017-12,2017-12-25
303,9,295428.5714285714,2018-01,2018-01-25
304,9,628285.7142857143,2018-02,2018-02-25
305,9,318571.4285714286,2018-03,2018-03-25
306,9,1016857.142857143,2018-04,2018-04-25
307,9,638571.4285714286,2018-05,2018-05-25
308,9,276571.4285714286,2018-06,2018-06-25
309,9,340000.0,2018-07,2018-07-25
310,9,254285.7142857143,2018-08,2018-08-25
311,9,926571.4285714286,2018-09,2018-09-25
312,9,871428.5714285715,2018-10,2018-10-25
313,9,692857.1428571428,2018-11,2018-11-25
314,9,662857.1428571428,2018-12,2018-12-25
315,9,370000.0,2019-01,2019-01-25
316,9,405714.28571428574,2019-02,2019-02-25
317,10,496714.28571428574,2017-04,2017-04-25
318,10,492571.4285714286,2017-05,2017-05-25
319,10,341857.14285714284,2017-06,2017-06-25
320,10,442428.5714285714,2017-07,2017-07-25
321,10,438714.2857142857,2017-08,2017-08-25
322,10,438571.4285714286,2017-09,2017-09-25
323,10,470428.5714285714,2017-10,2017-10-25
324,10,144428.57142857145,2017-11,2017-11-25
325,10,444714.28571428574,2017-12,2017-12-25
326,10,466714.28571428574,2018-01,2018-01-25
327,10,722857.1428571428,2018-02,2018-02-25
328,10,338571.4285714286,2018-03,2018-03-25
329,10,475000.00000000006,2018-04,2018-04-25
330,10,290285.71428571426,2018-05,2018-05-25
331,10,607857.1428571428,2018-06,2018-06-25
332,10,444571.4285714286,2018-07,2018-07-25
333,10,641428.5714285715,2018-08,2018-08-25
334,10,795571.4285714285,2018-09,2018-09-25
335,10,499285.71428571426,2018-10,2018-10-25
336,10,590142.8571428572,2018-11,2018-11-25
337,10,518428.5714285714,2018-12,2018-12-25
338,10,525142.8571428572,2019-01,2019-01-25
339,10,654857.1428571428,2019-02,2019-02-25
340,11,4285.714285714286,2016-09,2016-09-25
341,11,21071.428571428572,2016-10,2016-10-25
342,11,38428.571428571435,2016-11,2016-11-25
343,11,59000.0,2016-12,2016-12-25
344,11,5000.0,2017-01,2017-01-25
345,11,98000.0,2017-03,2017-03-25
346,11,71342.85714285714,2017-04,2017-04-25
347,11,224942.85714285713,2017-05,2017-05-25
348,11,301514.28571428574,2017-06,2017-06-25
349,11,308614.2857142857,2017-07,2017-07-25
350,11,344214.28571428574,2017-08,2017-08-25
351,11,422985.7142857143,2017-09,2017-09-25
352,11,267285.71428571426,2017-10,2017-10-25
353,11,348842.85714285716,2017-11,2017-11-25
354,11,411200.0,2017-12,2017-12-25
355,11,277728.5714285714,2018-01,2018-01-25
356,11,298800.0,2018-02,2018-02-25
357,11,304200.0,2018-03,2018-03-25
358,11,367842.85714285716,2018-04,2018-04-25
359,11,351242.85714285716,2018-05,2018-05-25
360,11,313642.85714285716,2018-06,2018-06-25
361,11,291328.5714285714,2018-07,2018-07-25
362,11,306000.0,2018-08,2018-08-25
363,11,354342.85714285716,2018-09,2018-09-25
364,11,493300.0,2018-10,2018-10-25
365,11,747214.2857142857,2018-11,2018-11-25
366,11,326142.85714285716,2018-12,2018-12-25
367,11,339642.85714285716,2019-01,2019-01-25
368,11,578428.5714285715,2019-02,2019-02-25
369,12,130604.28571428571,2016-06,2016-06-25
370,12,96442.85714285716,2016-07,2016-07-25
371,12,181328.57142857142,2016-08,2016-08-25
372,12,383225.71428571426,2016-09,2016-09-25
373,12,384692.85714285716,2016-10,2016-10-25
374,12,376171.4285714286,2016-11,2016-11-25
375,12,94871.42857142858,2016-12,2016-12-25
376,12,18271.428571428572,2017-01,2017-01-25
377,12,6000.0,2017-02,2017-02-25
378,12,47857.142857142855,2017-04,2017-04-25
379,12,142.85714285714286,2017-05,2017-05-25
380,12,75428.57142857142,2017-06,2017-06-25
381,12,39050.0,2017-07,2017-07-25
382,12,93814.28571428571,2017-08,2017-08-25
383,12,209557.14285714284,2017-09,2017-09-25
384,12,167128.5714285714,2017-10,2017-10-25
385,12,70128.57142857142,2017-11,2017-11-25
386,12,346200.0,2017-12,2017-12-25
387,12,484328.5714285714,2018-01,2018-01-25
388,12,137371.42857142858,2018-02,2018-02-25
389,12,281461.4285714285,2018-03,2018-03-25
390,12,202257.14285714287,2018-04,2018-04-25
391,12,194744.2857142857,2018-05,2018-05-25
392,12,558522.857142857,2018-06,2018-06-25
393,12,251935.7142857143,2018-07,2018-07-25
394,12,153722.85714285716,2018-08,2018-08-25
395,12,460105.7142857143,2018-09,2018-09-25
396,12,280181.4285714286,2018-10,2018-10-25
397,12,532301.4285714286,2018-11,2018-11-25
398,12,854170.0,2018-12,2018-12-25
399,12,572430.0,2019-01,2019-01-25
400,12,310920.0,2019-02,2019-02-25
401,13,988957.1428571428,2017-05,2017-05-25
402,13,1100900.0,2017-06,2017-06-25
403,13,912085.7142857143,2017-07,2017-07-25
404,13,572985.7142857143,2017-08,2017-08-25
405,13,866157.1428571428,2017-09,2017-09-25
406,13,1022171.4285714285,2017-10,2017-10-25
407,13,610142.8571428572,2017-11,2017-11-25
408,13,712114.2857142857,2017-12,2017-12-25
409,13,692985.7142857143,2018-01,2018-01-25
410,13,733785.7142857143,2018-02,2018-02-25
411,13,1005885.7142857143,2018-03,2018-03-25
412,13,1043914.2857142857,2018-04,2018-04-25
413,13,1086957.142857143,2018-05,2018-05-25
414,13,1077428.5714285714,2018-06,2018-06-25
415,13,979500.0,2018-07,2018-07-25
416,13,879928.5714285715,2018-08,2018-08-25
417,13,915985.7142857143,2018-09,2018-09-25
418,13,897900.0,2018-10,2018-10-25
419,13,770485.7142857143,2018-11,2018-11-25
420,13,877942.8571428572,2018-12,2018-12-25
421,13,714242.8571428572,2019-01,2019-01-25
422,13,787157.1428571428,2019-02,2019-02-25
423,14,3617857.142857143,2016-06,2016-06-25
424,14,2713914.285714286,2016-07,2016-07-25
425,14,2489800.0,2016-08,2016-08-25
426,14,3410828.5714285714,2016-09,2016-09-25
427,14,2849857.1428571427,2016-10,2016-10-25
428,14,2698428.5714285714,2016-11,2016-11-25
429,14,3918500.0,2016-12,2016-12-25
430,14,4016285.714285714,2017-01,2017-01-25
431,14,3900571.4285714286,2017-02,2017-02-25
432,14,2125714.2857142854,2017-03,2017-03-25
433,14,1998000.0,2017-04,2017-04-25
434,14,3145142.857142857,2017-05,2017-05-25
435,14,3203142.8571428573,2017-06,2017-06-25
436,14,3768000.0,2017-07,2017-07-25
437,14,4751428.571428572,2017-08,2017-08-25
438,14,3795485.7142857146,2017-09,2017-09-25
439,14,3200000.0,2017-10,2017-10-25
440,14,4235142.857142857,2017-11,2017-11-25
441,14,3782857.1428571427,2017-12,2017-12-25
442,14,5691285.714285715,2018-01,2018-01-25
443,14,2163951.4285714286,2018-02,2018-02-25
444,14,3844285.714285714,2018-03,2018-03-25
445,14,3514428.5714285714,2018-04,2018-04-25
446,14,3211141.4285714286,2018-05,2018-05-25
447,14,3482571.4285714286,2018-06,2018-06-25
448,14,4998477.142857143,2018-07,2018-07-25
449,14,3870142.8571428573,2018-08,2018-08-25
450,14,4378142.857142857,2018-09,2018-09-25
451,14,4723571.428571429,2018-10,2018-10-25
452,14,3280571.4285714286,2018-11,2018-11-25
453,14,4669428.571428572,2018-12,2018-12-25
454,14,4968761.428571429,2019-01,2019-01-25
455,14,3659714.285714286,2019-02,2019-02-25
456,15,427071.4285714286,2016-09,2016-09-25
457,15,3066714.285714286,2016-10,2016-10-25
458,15,2615571.4285714286,2016-11,2016-11-25
459,15,2638571.4285714286,2016-12,2016-12-25
460,15,2915642.8571428573,2017-01,2017-01-25
461,15,2915928.5714285714,2017-02,2017-02-25
462,15,2923857.1428571427,2017-03,2017-03-25
463,15,2685928.5714285714,2017-04,2017-04-25
464,15,3284964.285714286,2017-05,2017-05-25
465,15,2945071.4285714286,2017-06,2017-06-25
466,15,2518557.1428571427,2017-07,2017-07-25
467,15,2533357.1428571427,2017-08,2017-08-25
468,15,2231000.0,2017-09,2017-09-25
469,15,1983500.0,2017-10,2017-10-25
470,15,1424642.857142857,2017-11,2017-11-25
471,15,1384000.0,2017-12,2017-12-25
472,15,3196428.5714285714,2018-01,2018-01-25
473,15,1680357.142857143,2018-02,2018-02-25
474,15,1217928.5714285714,2018-03,2018-03-25
475,15,1427642.857142857,2018-04,2018-04-25
476,15,849928.5714285715,2018-05,2018-05-25
477,15,770142.8571428572,2018-06,2018-06-25
478,15,816571.4285714286,2018-07,2018-07-25
479,15,908428.5714285715,2018-08,2018-08-25
480,15,846642.8571428572,2018-09,2018-09-25
481,15,877000.0,2018-10,2018-10-25
482,15,858214.2857142857,2018-11,2018-11-25
483,15,972500.0,2018-12,2018-12-25
484,15,886714.2857142857,2019-01,2019-01-25
485,15,749485.7142857143,2019-02,2019-02-25
486,16,484857.14285714284,2017-02,2017-02-25
487,16,422142.85714285716,2017-03,2017-03-25
488,16,314142.85714285716,2017-04,2017-04-25
489,16,344571.4285714286,2017-05,2017-05-25
490,16,456857.14285714284,2017-06,2017-06-25
491,16,544857.1428571428,2017-07,2017-07-25
492,16,594428.5714285715,2017-08,2017-08-25
493,16,715428.5714285715,2017-09,2017-09-25
494,16,679714.2857142857,2017-10,2017-10-25
495,16,613142.8571428572,2017-11,2017-11-25
496,16,467714.28571428574,2017-12,2017-12-25
497,16,412714.28571428574,2018-01,2018-01-25
498,16,386571.4285714286,2018-02,2018-02-25
499,16,628571.4285714286,2018-03,2018-03-25
500,16,525142.8571428572,2018-04,2018-04-25
501,16,376000.0,2018-05,2018-05-25
502,16,311428.5714285714,2018-06,2018-06-25
503,16,420428.5714285714,2018-07,2018-07-25
504,16,566571.4285714286,2018-08,2018-08-25
505,16,218714.2857142857,2018-09,2018-09-25
506,16,376285.7142857143,2018-10,2018-10-25
507,16,281714.28571428574,2018-11,2018-11-25
508,16,349714.28571428574,2018-12,2018-12-25
509,16,219857.14285714287,2019-01,2019-01-25
510,16,214714.2857142857,2019-02,2019-02-25
511,17,263400.0,2016-06,2016-06-25
512,17,269985.7142857143,2016-07,2016-07-25
513,17,268100.0,2016-08,2016-08-25
514,17,335585.7142857143,2016-09,2016-09-25
515,17,284271.4285714286,2016-10,2016-10-25
516,17,246471.42857142858,2016-11,2016-11-25
517,17,270200.0,2016-12,2016-12-25
518,17,226871.42857142858,2017-01,2017-01-25
519,17,209442.85714285713,2017-02,2017-02-25
520,17,274042.85714285716,2017-03,2017-03-25
521,17,321014.28571428574,2017-04,2017-04-25
522,17,289742.85714285716,2017-05,2017-05-25
523,17,340585.7142857143,2017-06,2017-06-25
524,17,324900.0,2017-07,2017-07-25
525,17,426528.5714285715,2017-08,2017-08-25
526,17,340300.0,2017-09,2017-09-25
527,17,382585.71428571426,2017-10,2017-10-25
528,17,310414.2857142857,2017-11,2017-11-25
529,17,332114.28571428574,2017-12,2017-12-25
530,17,310457.14285714284,2018-01,2018-01-25
531,17,240385.7142857143,2018-02,2018-02-25
532,17,323714.2857142857,2018-03,2018-03-25
533,17,274100.0,2018-04,2018-04-25
534,17,236928.57142857142,2018-05,2018-05-25
535,17,148714.2857142857,2018-06,2018-06-25
536,17,271542.85714285716,2018-07,2018-07-25
537,17,286842.85714285716,2018-08,2018-08-25
538,17,347914.28571428574,2018-09,2018-09-25
539,17,283442.85714285716,2018-10,2018-10-25
540,17,219942.85714285713,2018-11,2018-11-25
541,17,254442.85714285716,2018-12,2018-12-25
542,17,253042.85714285713,2019-01,2019-01-25
543,17,241542.85714285713,2019-02,2019-02-25
544,18,39071.428571428565,2016-11,2016-11-25
545,18,171428.57142857145,2016-12,2016-12-25
546,18,199371.42857142858,2017-01,2017-01-25
547,18,127642.85714285714,2017-02,2017-02-25
548,18,157642.85714285716,2017-03,2017-03-25
549,18,548300.0,2017-04,2017-04-25
550,18,516942.85714285716,2017-05,2017-05-25
551,18,475857.1428571429,2017-06,2017-06-25
552,18,520928.5714285715,2017-07,2017-07-25
553,18,434214.28571428574,2017-08,2017-08-25
554,18,340571.4285714286,2017-09,2017-09-25
555,18,481928.5714285714,2017-10,2017-10-25
556,18,438614.28571428574,2017-11,2017-11-25
557,18,391085.71428571426,2017-12,2017-12-25
558,18,391757.14285714284,2018-01,2018-01-25
559,18,449571.4285714286,2018-02,2018-02-25
560,18,495385.71428571426,2018-03,2018-03-25
561,18,517742.85714285716,2018-04,2018-04-25
562,18,447400.0,2018-05,2018-05-25
563,18,682442.8571428572,2018-06,2018-06-25
564,18,739271.4285714285,2018-07,2018-07-25
565,18,621071.4285714286,2018-08,2018-08-25
566,18,478371.4285714286,2018-09,2018-09-25
567,18,357985.71428571426,2018-10,2018-10-25
568,18,290085.71428571426,2018-11,2018-11-25
569,18,295142.85714285716,2018-12,2018-12-25
570,18,143214.2857142857,2019-01,2019-01-25
571,18,361028.5714285714,2019-02,2019-02-25
572,19,1142714.2857142857,2017-01,2017-01-25
573,19,1501142.857142857,2017-02,2017-02-25
574,19,1533857.142857143,2017-03,2017-03-25
575,19,1938857.142857143,2017-04,2017-04-25
576,19,1410714.2857142857,2017-05,2017-05-25
577,19,2097571.4285714286,2017-06,2017-06-25
578,19,1521142.857142857,2017-07,2017-07-25
579,19,1557285.7142857143,2017-08,2017-08-25
580,19,1584142.857142857,2017-09,2017-09-25
581,19,1041857.1428571428,2017-10,2017-10-25
582,19,701000.0,2017-11,2017-11-25
583,19,790285.7142857143,2017-12,2017-12-25
584,19,1027142.8571428572,2018-01,2018-01-25
585,19,895144.0,2018-02,2018-02-25
586,19,1656714.2857142857,2018-03,2018-03-25
587,19,1865857.1428571427,2018-04,2018-04-25
588,19,1004000.0,2018-05,2018-05-25
